city,city_ascii,state_id,state_name,name combo,county_fips,county_name,lat,lng,timezone,zips,id
Mequon,Mequon,WI,Wisconsin,"Mequon, Wisconsin",55089,Ozaukee,43.2352,-87.9838,America/Chicago,53097 53092,1840037989
Ellensburg,Ellensburg,WA,Washington,"Ellensburg, Washington",53037,Kittitas,46.9994,-120.5477,America/Los_Angeles,98926,1840019841
Ottumwa,Ottumwa,IA,Iowa,"Ottumwa, Iowa",19179,Wapello,41.0196,-92.4186,America/Chicago,52501,1840009339
Chantilly,Chantilly,VA,Virginia,"Chantilly, Virginia",51059,Fairfax,38.8868,-77.4453,America/New_York,20151 20153,1840006016
Shelbyville,Shelbyville,KY,Kentucky,"Shelbyville, Kentucky",21211,Shelby,38.2069,-85.2293,America/New_York,40065 40066,1840015205
Woodlawn,Woodlawn,VA,Virginia,"Woodlawn, Virginia",51059,Fairfax,38.7332,-77.1149,America/New_York,22309,1840145210
Lodi,Lodi,NJ,New Jersey,"Lodi, New Jersey",34003,Bergen,40.8784,-74.0814,America/New_York,7644,1840003535
Orchards,Orchards,WA,Washington,"Orchards, Washington",53011,Clark,45.689,-122.5306,America/Los_Angeles,98682,1840018519
Newport,Newport,RI,Rhode Island,"Newport, Rhode Island",44005,Newport,41.4803,-71.3205,America/New_York,02841 02840,1840003355
San Fernando,San Fernando,CA,California,"San Fernando, California",6037,Los Angeles,34.2886,-118.4363,America/Los_Angeles,91340 91341,1840021861
Saginaw,Saginaw,TX,Texas,"Saginaw, Texas",48439,Tarrant,32.8657,-97.3654,America/Chicago,76131 76179,1840022046
Peekskill,Peekskill,NY,New York,"Peekskill, New York",36119,Westchester,41.2883,-73.9227,America/New_York,10566,1840000783
Port Angeles,Port Angeles,WA,Washington,"Port Angeles, Washington",53009,Clallam,48.1142,-123.4565,America/Los_Angeles,98363 98362,1840019782
Mill Creek East,Mill Creek East,WA,Washington,"Mill Creek East, Washington",53061,Snohomish,47.836,-122.1877,America/Los_Angeles,98012,1840041996
Brandon,Brandon,MS,Mississippi,"Brandon, Mississippi",28121,Rankin,32.2778,-89.9896,America/Chicago,39042 39043,1840013825
Sun City Center,Sun City Center,FL,Florida,"Sun City Center, Florida",12057,Hillsborough,27.7149,-82.3569,America/New_York,33598 33573,1840001841
Inkster,Inkster,MI,Michigan,"Inkster, Michigan",26163,Wayne,42.2935,-83.3148,America/Detroit,48141,1840003983
Thomasville,Thomasville,GA,Georgia,"Thomasville, Georgia",13275,Thomas,30.8394,-83.9782,America/New_York,31792 31758 31799,1840015893
Ponca City,Ponca City,OK,Oklahoma,"Ponca City, Oklahoma",40071,Kay,36.7235,-97.0679,America/Chicago,74601 74604 74602,1840020345
Cataño,Catano,PR,Puerto Rico,"Catano, Puerto Rico",72033,Cataño,18.4415,-66.1388,America/Puerto_Rico,00962 00965 00963,1630023554
Tysons,Tysons,VA,Virginia,"Tysons, Virginia",51059,Fairfax,38.9215,-77.2273,America/New_York,22102 22182,1840006040
West Melbourne,West Melbourne,FL,Florida,"West Melbourne, Florida",12009,Brevard,28.0693,-80.6734,America/New_York,32904,1840015963
Faribault,Faribault,MN,Minnesota,"Faribault, Minnesota",27131,Rice,44.2985,-93.2786,America/Chicago,55021,1840007889
San Benito,San Benito,TX,Texas,"San Benito, Texas",48061,Cameron,26.1298,-97.644,America/Chicago,78586,1840022260
Fort Washington,Fort Washington,MD,Maryland,"Fort Washington, Maryland",24033,Prince George's,38.7339,-77.0069,America/New_York,20744 20749,1840005953
Lincolnton,Lincolnton,NC,North Carolina,"Lincolnton, North Carolina",37109,Lincoln,35.4747,-81.2385,America/New_York,28092 28093,1840015427
West Springfield,West Springfield,VA,Virginia,"West Springfield, Virginia",51059,Fairfax,38.7771,-77.2268,America/New_York,22152,1840006041
Simpsonville,Simpsonville,SC,South Carolina,"Simpsonville, South Carolina",45045,Greenville,34.7287,-82.2573,America/New_York,29680 29681,1840015477
Waverly,Waverly,MI,Michigan,"Waverly, Michigan",26045,Eaton,42.7401,-84.6353,America/Detroit,48917 48908,1840006924
Bailey's Crossroads,Bailey's Crossroads,VA,Virginia,"Bailey's Crossroads, Virginia",51059,Fairfax,38.8477,-77.1305,America/New_York,22041 22311,1840037327
Okemos,Okemos,MI,Michigan,"Okemos, Michigan",26065,Ingham,42.7057,-84.4135,America/Detroit,48864 48805,1840004502
Ridgeland,Ridgeland,MS,Mississippi,"Ridgeland, Mississippi",28089,Madison,32.4236,-90.1481,America/Chicago,39157 39158,1840014873
Elmwood Park,Elmwood Park,IL,Illinois,"Elmwood Park, Illinois",17031,Cook,41.9225,-87.8163,America/Chicago,60707,1840011272
North Platte,North Platte,NE,Nebraska,"North Platte, Nebraska",31111,Lincoln,41.1266,-100.764,America/Chicago,69101 69103,1840008251
Charles Town,Charles Town,WV,West Virginia,"Charles Town, West Virginia",54037,Jefferson,39.2745,-77.8632,America/New_York,25414,1840005759
Freeport,Freeport,IL,Illinois,"Freeport, Illinois",17177,Stephenson,42.2893,-89.6347,America/Chicago,61032,1840008083
Waukee,Waukee,IA,Iowa,"Waukee, Iowa",19049,Dallas,41.5984,-93.8872,America/Chicago,50263 50003,1840010181
South Plainfield,South Plainfield,NJ,New Jersey,"South Plainfield, New Jersey",34023,Middlesex,40.5748,-74.4153,America/New_York,7080,1840001334
Wadsworth,Wadsworth,OH,Ohio,"Wadsworth, Ohio",39103,Medina,41.0279,-81.7324,America/New_York,44281 44282,1840010294
Tumwater,Tumwater,WA,Washington,"Tumwater, Washington",53067,Thurston,46.989,-122.9173,America/Los_Angeles,98501 98512 98511,1840021145
Fairfax,Fairfax,VA,Virginia,"Fairfax, Virginia",51600,Fairfax,38.8531,-77.2998,America/New_York,22030 22031 22037,1840001650
Candler-McAfee,Candler-McAfee,GA,Georgia,"Candler-McAfee, Georgia",13089,DeKalb,33.7267,-84.2723,America/New_York,30032,1840073846
Oak Ridge,Oak Ridge,FL,Florida,"Oak Ridge, Florida",12095,Orange,28.4727,-81.4169,America/New_York,32809 32839,1840029062
Venice,Venice,FL,Florida,"Venice, Florida",12115,Sarasota,27.1163,-82.4135,America/New_York,34285 34292 34275,1840015989
Wright,Wright,FL,Florida,"Wright, Florida",12091,Okaloosa,30.4445,-86.6419,America/Chicago,32547,1840013921
Lincolnia,Lincolnia,VA,Virginia,"Lincolnia, Virginia",51059,Fairfax,38.8158,-77.1543,America/New_York,22312,1840006034
Westchase,Westchase,FL,Florida,"Westchase, Florida",12057,Hillsborough,28.0597,-82.611,America/New_York,33626,1840029017
Edgewater,Edgewater,FL,Florida,"Edgewater, Florida",12127,Volusia,28.9594,-80.9407,America/New_York,32141 32168 32132,1840014043
North Potomac,North Potomac,MD,Maryland,"North Potomac, Maryland",24031,Montgomery,39.0955,-77.2372,America/New_York,20878 20850,1840005835
Pelham,Pelham,AL,Alabama,"Pelham, Alabama",1117,Shelby,33.3114,-86.7573,America/Chicago,35043 35124,1840014826
Corsicana,Corsicana,TX,Texas,"Corsicana, Texas",48349,Navarro,32.0824,-96.4665,America/Chicago,75110 75109 75151,1840019505
Seal Beach,Seal Beach,CA,California,"Seal Beach, California",6059,Orange,33.7542,-118.0714,America/Los_Angeles,92649 90743 90740,1840021965
Fort Dodge,Fort Dodge,IA,Iowa,"Fort Dodge, Iowa",19187,Webster,42.5098,-94.1751,America/Chicago,50501,1840000439
Dunkirk,Dunkirk,NY,New York,"Dunkirk, New York",36013,Chautauqua,42.4803,-79.3323,America/New_York,14048,1840000445
Calabasas,Calabasas,CA,California,"Calabasas, California",6037,Los Angeles,34.1375,-118.6689,America/Los_Angeles,91302 91372,1840019234
Chalmette,Chalmette,LA,Louisiana,"Chalmette, Louisiana",22087,St. Bernard,29.9437,-89.9659,America/Chicago,70043 70044,1840014001
North Augusta,North Augusta,SC,South Carolina,"North Augusta, South Carolina",45003,Aiken,33.5214,-81.9547,America/New_York,29860 29841 29861,1840014788
Palm River-Clair Mel,Palm River-Clair Mel,FL,Florida,"Palm River-Clair Mel, Florida",12057,Hillsborough,27.9239,-82.3791,America/New_York,33619 33578 33660,1840073873
Mount Pocono,Mount Pocono,PA,Pennsylvania,"Mount Pocono, Pennsylvania",42089,Monroe,41.1225,-75.3582,America/New_York,18344,1840003508
Farragut,Farragut,TN,Tennessee,"Farragut, Tennessee",47093,Knox,35.8731,-84.1822,America/New_York,37934,1840016171
Jenks,Jenks,OK,Oklahoma,"Jenks, Oklahoma",40143,Tulsa,35.9981,-95.9737,America/Chicago,74008 74037,1840019060
Palatka,Palatka,FL,Florida,"Palatka, Florida",12107,Putnam,29.6493,-81.6705,America/New_York,32177 32178,1840015062
Coronado,Coronado,CA,California,"Coronado, California",6073,San Diego,32.664,-117.16,America/Los_Angeles,92155 92135 92118 92178,1840019354
Valinda,Valinda,CA,California,"Valinda, California",6037,Los Angeles,34.0401,-117.93,America/Los_Angeles,91744,1840019213
Centerville,Centerville,OH,Ohio,"Centerville, Ohio",39113,Montgomery,39.6339,-84.1449,America/New_York,45459 45458,1840007308
Van Buren,Van Buren,AR,Arkansas,"Van Buren, Arkansas",5033,Crawford,35.448,-94.3528,America/Chicago,72956 72957,1840015397
Greeneville,Greeneville,TN,Tennessee,"Greeneville, Tennessee",47059,Greene,36.168,-82.8197,America/New_York,37745 37743 37744,1840016099
Waycross,Waycross,GA,Georgia,"Waycross, Georgia",13299,Ware,31.2108,-82.3579,America/New_York,31501 31503 31502,1840015871
Half Moon Bay,Half Moon Bay,CA,California,"Half Moon Bay, California",6081,San Mateo,37.4688,-122.4383,America/Los_Angeles,94019,1840020303
Belton,Belton,MO,Missouri,"Belton, Missouri",29037,Cass,38.8193,-94.5334,America/Chicago,64012,1840007463
Jacksonville Beach,Jacksonville Beach,FL,Florida,"Jacksonville Beach, Florida",12031,Duval,30.2782,-81.4045,America/New_York,32250 32240,1840015032
North Lynnwood,North Lynnwood,WA,Washington,"North Lynnwood, Washington",53061,Snohomish,47.8533,-122.2762,America/Los_Angeles,98087 98037,1840037895
Ilion,Ilion,NY,New York,"Ilion, New York",36043,Herkimer,43.0114,-75.0396,America/New_York,13357,1840004149
Rosemont,Rosemont,CA,California,"Rosemont, California",6067,Sacramento,38.5477,-121.3553,America/Los_Angeles,95827 95826,1840018844
Seymour,Seymour,IN,Indiana,"Seymour, Indiana",18071,Jackson,38.9476,-85.891,America/Indiana/Indianapolis,47274,1840009708
Oakdale,Oakdale,CA,California,"Oakdale, California",6099,Stanislaus,37.7616,-120.847,America/Los_Angeles,95361,1840020289
Madisonville,Madisonville,KY,Kentucky,"Madisonville, Kentucky",21107,Hopkins,37.3408,-87.5034,America/Chicago,42431,1840015244
Romulus,Romulus,MI,Michigan,"Romulus, Michigan",26163,Wayne,42.2237,-83.366,America/Detroit,48174 48242,1840003963
Cudahy,Cudahy,CA,California,"Cudahy, California",6037,Los Angeles,33.9631,-118.183,America/Los_Angeles,90201 90096,1840019242
Copiague,Copiague,NY,New York,"Copiague, New York",36103,Suffolk,40.6728,-73.3932,America/New_York,11726 11757 11701,1840005031
Winter Gardens,Winter Gardens,CA,California,"Winter Gardens, California",6073,San Diego,32.8376,-116.9268,America/Los_Angeles,92021 92040,1840019351
Leland,Leland,NC,North Carolina,"Leland, North Carolina",37019,Brunswick,34.2044,-78.0277,America/New_York,28451 28479,1840016683
Rolling Meadows,Rolling Meadows,IL,Illinois,"Rolling Meadows, Illinois",17031,Cook,42.0747,-88.0252,America/Chicago,60008,1840009185
Wekiwa Springs,Wekiwa Springs,FL,Florida,"Wekiwa Springs, Florida",12117,Seminole,28.6984,-81.4251,America/New_York,32779 32752 32791,1840029016
Northdale,Northdale,FL,Florida,"Northdale, Florida",12057,Hillsborough,28.1058,-82.5263,America/New_York,33624 33548 33558,1840029107
Fort Hood,Fort Hood,TX,Texas,"Fort Hood, Texas",48027,Bell,31.1345,-97.7797,America/Chicago,76544,1840073932
Benbrook,Benbrook,TX,Texas,"Benbrook, Texas",48439,Tarrant,32.6787,-97.4638,America/Chicago,76116 76126,1840019425
Zion,Zion,IL,Illinois,"Zion, Illinois",17097,Lake,42.4598,-87.8509,America/Chicago,60099,1840010114
Watertown,Watertown,WI,Wisconsin,"Watertown, Wisconsin",55055,Jefferson,43.1893,-88.7285,America/Chicago,53098 53094,1840003000
Montrose,Montrose,CO,Colorado,"Montrose, Colorado",8085,Montrose,38.469,-107.859,America/Denver,81403 81401 81402,1840020251
Hialeah Gardens,Hialeah Gardens,FL,Florida,"Hialeah Gardens, Florida",12086,Miami-Dade,25.8878,-80.3569,America/New_York,33016 33018,1840015158
Columbus,Columbus,NE,Nebraska,"Columbus, Nebraska",31141,Platte,41.4368,-97.3563,America/Chicago,68601 68602,1840003345
Plainview,Plainview,TX,Texas,"Plainview, Texas",48189,Hale,34.1911,-101.7234,America/Chicago,79072 79073,1840020538
Auburn,Auburn,ME,Maine,"Auburn, Maine",23001,Androscoggin,44.085,-70.2492,America/New_York,04210 04211 04212 04223,1840000319
Carteret,Carteret,NJ,New Jersey,"Carteret, New Jersey",34023,Middlesex,40.5848,-74.2284,America/New_York,7008,1840001331
Arnold,Arnold,MD,Maryland,"Arnold, Maryland",24003,Anne Arundel,39.0437,-76.4974,America/New_York,21012,1840005907
Avon,Avon,OH,Ohio,"Avon, Ohio",39093,Lorain,41.4485,-82.0187,America/New_York,44011,1840000641
West Puente Valley,West Puente Valley,CA,California,"West Puente Valley, California",6037,Los Angeles,34.0512,-117.9681,America/Los_Angeles,91746 91744,1840028409
Loves Park,Loves Park,IL,Illinois,"Loves Park, Illinois",17201,Winnebago,42.3364,-88.9975,America/Chicago,61111 61011 61130 61131 61132,1840009130
Vero Beach South,Vero Beach South,FL,Florida,"Vero Beach South, Florida",12061,Indian River,27.6164,-80.413,America/New_York,32960 32968 32966 32962,1840073853
Lisle,Lisle,IL,Illinois,"Lisle, Illinois",17043,DuPage,41.7918,-88.0888,America/Chicago,60532,1840011401
Greenbelt,Greenbelt,MD,Maryland,"Greenbelt, Maryland",24033,Prince George's,38.9953,-76.8885,America/New_York,20737 20770 20768 20771,1840005974
